text,target
"Я розумію магазин великий, можуть бути погані відгуки.
У мене все ок, замовляв в Розетці раз 10 все прекрасно.
Доставляють і роблять в термін.
Засмучує тільки два нюанси бюрократичних:
- оператор довго говорить по телефону, слава богу що можна сказати: так так так ... я все знаю і скоротити розмову до 5-6 пропозицій.
- довго оформляється замовлення по безналу, хотілося б по швидше.
А так якщо після 15,00 відправити запит, рахунок отримаєш тільки вранці, сплатиш відразу і подзвонять тільки вже на слід. день, і доставлять тільки через день. Разом мінімум 4-5 діб.
Але асортимент і загальний рівень цін радує.
ДУЖЕ ДУЖЕ радує що по безналу будь-яке замовлення, навіть на 200 грн доставляється беспатно.
Хотілося б ще преміум цін для постійних покупців, тому як то дивно замовив в сумі більш ніж на 20-25 тис грн товарів, а замовляю за тими ж цінами що і решта.
В інших магазинах щось подібне є речі :) Але ....
                        Розгорнутим
                        згорнути",positive
"Замовив на подарунок навушники відкрили включили, зняли плівки, що б зарядити навушники, з першого разу пріконектіть не вдалося, при роботі по одному працюють жахливо, все сторонні шуми лізуть через мікрофон. Спроба повернути товар, і магазин відправляє навушники в сервіс з твердженням що якщо вони не справні вони їх відремонтують і це нові навушники про вік товару і грошових коштів і слова не йшлося. В результаті сервіс стверджуючи що навушниками користувалися тому що на них пил, знімалися плівки і дрібні подряпини на кейсі які спочатку в принципі з коробки так і були, відмовив і в обміні і в поверненні. Вкрай не рекомендую магазин. Розгорнутим згорнути",negative
"НЕ РЕКОМЕНДУЮ!!! 18,08,17 г купила блендер Bosh MSM 65PER 750 ват. Ціна на нього в магазині була однією з кращих, експлуатаційні характеристики теж дуже навіть влаштовували. Потужність 750 Ватт обіцяла чудеса! Але використовувала в основному для нескладних операцій: подрібнення вареного м&#39;яса, овочів і т.п. Один раз спробувала подрібнити сиру яловичину. Обрізала сполучну тканину, включила .... Після нетривалого дзижчання блендер завис і не включався знову. Пробувала включити через деякий час кілька разів - так і не включився! Через кілька днів зателефонувала в магазин з проханням уточнити куди звернутися. Порекомендували відправити в магазин назад. Дістала блендер ще раз перевірити роботу перед отправкой- раптом запрацював. Але, найнеприємніше - днями поламалася пластмаса на знімній кришці. Як я розумію, механічна поломка гарантійного ремонту не підлягає ... Дуже сумно, тому що річ вибирати не дешеву, розраховувала що попрацює хоч кілька років. Але кілька місяців роботи при нечастому акуратному іспользованіі- це нікуди не годиться. Чи не вказана графа НЕ СПОДОБАЛОСЯ ЯКІСТЬ ТОВАРУ !!!! Дуже розчарований ЯКІСТЬ ТОВАРУ !!! Неймовірно шкода витраченого ГРОШЕЙ !!!! Розгорнутим згорнути",positive
"Здійснив я це замовлення в розетці 19 грудня, приїхало 26-го. Так як я раніше здійснював покупки в цьому магазині, я і подумати не міг що мене обмануть і залишать без подарунка на новий рік та додадуть лишніх проблем. 
Спеціально замовив нову  Sony Playstation ревізія CUH-7108 !,Натомість відправили мені  розпаковану, глючну ревізію CUH-7008 !. Нажаль помітив це коли прийшов додому тому гроші я заплатив... Впав в розпач ,написав негативний відгук на розетці який вони успішно приховали, написав скаргу, на яку немає відповіді....Подзвонив до оператора на стаціонарну телефонну лінію так як в них іншої немає в 2017 році ! 
Оператор надав мені адресу повернення замовлення, Відправив, на наступний день 27-го мені зателефонували повідомили що товар получили і щоб я 28-го вранці зателефонував на гарячу лінію. Зателефонував, там надали мені гарну новину що на протязі 14 днів з вами зв'яжуться для вирішення питання. Круто !. Залишився на новий рік без подарунка та грошей....
Завдяки хотлайну зі мною зв'язалися сьогодні 29 грудня, повідомили що відправлять те що я замовив 02.01.2017. Погано звичайно що на новий рік залишився без подарунка але це вже прийнятний строк не 14+ днів... Дякую.
                        розгорнути
                        згорнути ",negative
"Розмістив замовлення в цьому магазині 31 липня через call-центр. Піймався на адекватну вартість і наявність товару на складі. Оператор повідомив, що товар буде доставлений в магазин на Артема, 79 вже 02 серпня і мені потрібно дочекатися смс з підтвердженням. Ось власне чекаю цього підтвердження вже тиждень. Дзвонив в службу підтримки неодноразово, а відповідь - товар в прийманні, вже в дорозі в магазині, ще на складі і буде ввечері в магазині, знову в прийманні і т.д. (Дуже часто відповіді суперечать раніше озвученої інформації). Інформація про наявність і близько не відповідає дійсності. Я розумію, що неможливо тримати все на складі в надлишку, але хіба складно озвучити покупцеві реальні терміни поставки. Так навіть якщо у Вас якась проблема трапилася на етапі виконання замовлення повідомте клієнтові нормально. Чому покупець турбується про замовлення, а Ваш магазин немає. У Києві досить багато інших місць, де можна витратити свої гроші. Тому, що читають цей відгук співробітників магазина прошу звільнити своїх колег від тяжкої повинності приймання замовленого товару і його продажу покупцеві, скасувати замовлення, а зроблену передоплату повернути мені кур&#39;єром. Я до Вас їздити не збираюся. Ваш косяк, Вам і їздити. Розгорнутим згорнути",negative
"Не рекомендую тут купувати. Ціна у них змінюється по кілька разів за день. Замовляв за ціною 6500 + безкоштовна доставка. Привезли товар, чек на 6600 і плюс за доставку. Хвилин 20 сиділи у кур&#39;єра в машині поки він з&#39;ясовував що до чого, чому так. Потім поговорив з менеджером і мені сказали &quot;У нас ціна міняється щодо курсу, не можемо продати за тією ціною по якій замовили&quot;. У підсумку: зіпсований настрій, даремно витрачений час. (Кур&#39;єр норм мужик, намагався допомогти і розібратися чому обманюють клієнтів. Йому респект) Розгорнутим згорнути",negative
"31.10.2016р.- В інтернет-магазні ""Розетка"" замовив клавіатуру.                                             11.11.2016р.-зробив повернення даної клавіатури оскільки западала буква.                     06.11.2016р.- зі мною зв""язався менеджер розетки  і ми погодили повне повернення коштів на точці видачі. Повідомив що протягом 3-ох днів має прийти СМС повідомленння тільки  після цього можна буде забрати гроші.
Пройшло 2 місяці жодного СМС повідомлення не отримував. Кожного разу при дзвінках в колл-центр менеджери вибачались і обіцяли вирішити проблему (Ніякого результату). На запитання коли зможу отримати гроші обіцяли передзвонити (не передзвонювали). Дуже не задоволений сервісом.
                        розгорнути
                        згорнути ",negative
"Прийшов ноутбук, ввечері перестав працювати HDD і в цілому система стала гальмувати. Через день відправила назад. Через 2 тижні ні відповіді ні привіту. Подзвонила і отримала відповідь, що в ноут сліди незаводской пайки. Я геніальний чарівник, щоб запаяти ноут не розкриваючи його. Загалом в гарантійному обслуговуванні відмовили і буде відправка назад без ремонту. Більше зв'язуватися з розеткою не хочу, вистачило. Адже ноутбук був не з дешевих був.
Залишається тепер сподіватися, щоб він в принципі був ремонтопрігоден.
                        Розгорнутим
                        згорнути",negative
"З ТАКИМ обслуговуванням стикаюся вперше! 11.09 було зроблене замовлення з доставкою на 12.09 до 15:00 (оператору пояснила що потрібно саме до 15:00, так як це на подарунки). Прислали смс з підтвердженням замовлення й часу. 12.09 о 14:30 сама !!! набираю оператора щоб уточнити чому кур&#39;єр ще зі мною не зв&#39;язався, на що відповіли що є ще 30 хвилин. О 15:40 !!! набираю ще раз оператора щоб уточнити статус доставки !!!, на що мені грубим тоном відповідають що у кур&#39;єра спустило шину і він затримується! Я намагаюся дізнатися причину НЕ дзвінка мені і чому саме я дзвоню, а не мені, і не говорять що затримка кур&#39;єра. Оператор, перебиваючи мене в розмові, каже що кур&#39;єр мене набере як тільки полагодить. Ні дзвінка, ну кур&#39;єра так і не було !!! Ось це сервіс !!! Я роблю замовлення цього ж товару на іншому сайті (як потім виявилося, що це один і той же магазин). Сьогодні, 13.09 близько 16:00 мене набирає магазин, і оператор !!! мені розповідає що саме я не зістикувалася з кур&#39;єром !!!! Замість того, щоб вибачитися! Я подумала що це інший магазин (пообіцяли 100% доставку з 18:00 до 22:00) і не розумію як я могла пропустити кур&#39;єра, якщо навіть не виходила і телефон в кишені, оператору кажу що не може такого бути. І уточнюю що за магазин, на що вона говорить що Stylus! Я їй розповіла що дзвонила 3 рази і особисто дізнавалася і просила дізнатися статус доставки, що кур&#39;єр так і не приїхав і НІХТО навіть не потурбувався мені повідомити що ні привезуть мені замовлення. На що оператор початку мені розповідати що кур&#39;єр може! приїхати 13.09 з 18 до 22 або 14.09 з ранку. В результаті іншого магазину теж не приїхала доставка. Знову сама особисто зателефонувала о 21:35, на що мені оператор сказав, що кур&#39;єр мені дзвонив о 18:00 і не додзвонився! І що доставка буде завтра, в цей же час. Ніхто не зв&#39;язався зі мною! Ніколи не звернуся в ці компанії більше! Розгорнутим згорнути",negative
"Замовляли з дружиною в розетці багато, але повертати товар довелося вперше. Замовив монітор, розплатився карткою, привезли швидко, кур'єр ввічливий, тут ніяких питань. АЛЕ, упаковка з монітором була з розкритою заводський пломбою, подальша розпакування показала, що по всій поверхні екрану (і не тільки) відбитки пальців, плюс видно розводи як від брудної ганчірки на екрані, подряпини на ніжці, а сама ніжка упакована в рваний пакет, який закритий на паперовий малярний скотч! Ну і дрібниці на зразок того що тільки у одного кабелю з чотирьох збереглися пластикові заглушки. Зрозуміло я цей монітор повернув, після цього мені передзвонив менеджер і я попросив інший монітор, але підкреслив що він повинен бути в заводській упаковці з усіма пломбами, менеджер пообіцяв, що це був випадок з ряду геть, і так і повинно було бути спочатку. Ну нічого страшного, людський фактор, буває, чекаю наступного монітора, приїжджає знову розкритий, з відбитком п'ятірні посеред екрану і порваний пакувальним пакетом. У підсумку сказав щоб повернули гроші.
Побачив, що замовлення в кабінеті скасували, чекаю гроші назад, через день, вирішив сам подзвонити, уточнити прогрес, мені оператор каже, що зі мною були повинні зв'язатися в порядку черги, але мабуть чергу довга і до мене не дісталися, і вислав мені форму для повернення коштів. В якій я повинен вказати свої паспортні дані, інн, плюс додати копію свого паспорта, ось все вислав, чекаю повернення коштів за помилку самого ж магазину. Досвіду повернення товарів у мене не багато, але пару раз бувало в інших магазинах, і там такого і близько не було.
Разом, раніше розетка у нас була в пріоритеті при виборі магазину, тепер точно немає. Ну а оскільки розетка не дозволяє залишати відгуки про себе прямо на своєму сайті, то роблю це тут.
                        Розгорнутим
                        згорнути",negative
"Замовив в цьому інтернет магазині стрілялки камеру go pro, менеджер мені ввічливо нав&#39;язав карту пам&#39;яті. Проблеми мої почалися з оплати, тому що я не зміг отримати повні банківські реквізити даного інтернет магазину для відправки грошей через ПУМБ-онлайн, вважаю, що коли магазин не працює через накладений платіж варіантів для оплати має бути кілька, в кінці-кінців відкриття рахунку в банку це не найскладніша процедура. Але найцікавіше почалося далі, після того, як я розпакував отриману НЕ В обумовлений термін посилку, камеру купував під певний захід, замовлення отримав набагато пізніше, і в замовленні була НЕ ТА КАРТА ПАМ&#39;ЯТІ, ЯКА НЕОБХІДНА ДЛЯ РОБОТИ ЦІЄЇ КАМЕРИ !!! Подзвонив в магазин, пояснив ситуацію, мені ввічливо ПРОДАЛИ другу картку, ще дорожче ніж перша, на цей раз післяплатою навіть, і сказали що гроші за ту карту пам&#39;яті яка не підійшла повернуть мені на банківську картку. Через кілька днів мені передзвонили з якогось незрозумілого сервісного центру, почали мені розповідати, що карта розпакована і вони не можуть повернути мені гроші. Природно карта розпакована, тому що відривати коробки я почав саме з неї !!! Як людина, яка не може собі дозволити витрачати час на вибір і вивчення товарів, я понадіявся на компетентність і порядність менеджерів даного магазину в результаті чого витратив масу часу, нервів, грошей ... Нікому не раджу даний інтернет магазин. Розгорнутим згорнути",negative
"28.11.2016 замовив товар, замовлення № 73520918
29.11.2016 товар прийшов. почав користуватись, зрозумів що з товаром щось не лади. 
1.12.2016 виконав відправлення бракованого товару.
9.12.2016 отримав смс повідомлення про отримання товару сервісом розетки.
20.12.2016 зі мною звязався менеджер і повідомив, що товар пройшов сервісний огляд і в ньому був виявлений заводський брак! в результаті чого мені запропонували обміняти товар або повернути кошти. я забажав отримати кошти назад. домовились з менеджером, що кошти переведуть на банківський рахунок приват банку, менеджер прийняв дані і повідомив що на протязі двох-трьох днів кошти надійдуть у відділення банку, про що я буду проінформований смс повідомленням на мобільний.
5.01.2017 ...жодних смс про переказ досі немає! того ж дня пишу листа на зворотній звязок розетки.
12.01.2017 пишу комент про товар на сайті розетки, 
13.01.2017 комент стерли і за годину звязались зі мною, почали розказувати про збій з поверненями коштів, запропонували скинути кошти на карту, прислали заяву... заповнив, відправив.
24.01.2017 сиджу чекаю, а грошей нема((
з.і. я клієнт розетки з 2013 р. товару немало не багато на 30000 грн замовив, але цей заказ в розетці буде останній...
                        розгорнути
                        згорнути ",negative
"У липні 2017 придбала iPhone 6, але через 4 тижні експлуатації, під час роботи, телефон потух і більше не включився. Відвезла на сервіс, через аж 36 днів мені замінили пристрій на аналогічне. Через 21 день використання вже заміненого iPhone, в одну мить зникла мережа, що я тільки не пробувала (перезавантажувати, скидала настойки мережі, дзвонила оператору, міняла сім-карту), але все безрезультатно. Знову ж звернулася на сервіс, телефон знову вилучили для діагностики на 5 тижнів. Вчора дзвінок, приїжджайте, все нормально з телефоном, я приїжджаю, а проблема як була, так і залишилася! Телефон знову забрали на діагностику! На прохання повернення коштів або ж обміну з доплатою, я отримала відмову! Це була моя остання покупка на STYLUS. Рекомендувати даний інтернет магазин категорично не можу! Розгорнутим згорнути",negative
"По термінах доставки все ОК. Привезли в призначений день і час.
Єдине, що дуже не сподобалося, то що товара прийшов під іншим артикулом, а саме кришка унітазу.
На сайті Розетки в комплектації була вказана кришка сидіння Roca Gap A801472004, а привезли Roca Gap А80148200U. На радощах особливо не вникав при доставці в артикулу товару, так як знаю, що Розетка завжди все привозить вірно, але не цього разу.
Ця кришка унітазу в середньому коштує на 600-700 грн дешевше від тієї що була заявлена ​​в комплектації, і вона зовсім іншого рівня, рівень нижче, а саме шарніри і їх зовнішній вигляд. Плюс до всього з незрозумілих мені причин дана позиція вже замість 5167 грн (які я заплатив) коштує 4218 грн. Виходячи з цього і обман мене як покупця на 949 грн.
Буду робити повернення товару, але так як не маю своєї машини, - товар доведеться везти своїм ходом, а це 23 кг унітаз + 2 кг кришка. Таксі коштує 70 грн. Гроші і витрачений час.
Ніколи не міг подумати таке про Розетка, багато разів купував і завжди все було на вищому рівні, але знову ж таки не в цей раз (((
Після того як написав відгук від товар на сайті, мій відгук видалили і змінили комплектацію, тепер у них вона вірна:
У комплект поставки входять:
- унітаз Roca Gap Clean Rim A34647L000
- сидіння Roca Gap А80148200U
Зворотного зв'язку про регулювання своєї помилки (помилка Розетки) не надходило.
Скріни прикріплюю:
                        Розгорнутим
                        згорнути",positive
"Гітара прийшла упакованою абияк. Заводська коробка, звичайно, тонка, тому можна було додати хоча б якийсь зовнішній захист. Крім цього, всередині не було жодних захисних матеріалів. Маркування ""крихке"", звісно ж, було відсутнє.
1. Перші враження з огляду гітари не викликали нічого підозрілого, окрім того, що вигляд відрізнявся від фотографії, вказаної на сайті (колір фурнітури, гриф).
2. Нижня частина гітари була сильно обмотана плівкою, тому провести детальніший огляд при отриманні не було можливості. Прийшовши додому та повністю витягнувши гітару, було помічено величезну вм'ятину на задній частині деки та зламану ручку потенціометра, котра була не на своєму місці. Скоріш за все, через погане упакування, ручка злетіла зі свого сідла та впала на дно коробки. При ударі, через недостатній опір коробки,  ручка могла пошкодити задню частину гітари, зробивши при цьому вм'ятину.
Відправив гітару назад, заплативши 121 грн. Чекаю на обмін. Брав товар на ""Розетці"" не перший раз, все було чудово. А тут - така неприємність. Рекомендувати цей магазин, звичайно, поки-що не можу, адже не знаю наскільки оперативно обміняють гітару, або повернуть кошти.
Також відмічу: ПИЛЬНІШЕ РОЗГЛЯДАЙТЕ ОТРИМАНИЙ ТОВАР!
Основні зауваження працівникам ""Розетки"":
1. Потрібно змінити свій свідогляд/ставлення до товару, котрий відправляєте.
2. Частіше оновлюйте сайт, адже товар не збігається із заявленим на фотографії. Брати фотографії із сайту виробника - не круто :(
                        розгорнути
                        згорнути ",negative
"Придбав на розетці материнську плату гарантія 3 роки. Поки все працювало все було добре, а коли плата здохла (перестала взагалі вмикатися, гріється якась мікросхема), це відбулося через рік, почалися веселі історії. Спочатку зателефонував в підтримку, ті сказали куди відправляти  - в ""розетку"". Все відправив, через тиждень дзвонять кажуть що в гарантії відмовлено, так як пошкоджені ніжки сокета, я пояснив, що все було нормально коли відправляв, і в процесі доставки не могло пошкодитися, так як все було щільно запаковано і взагалі там питання не з сокетом було. На що мені відповіли що передадуть інформацію до сервісу де відбувалась діагностика. Через декілька днів знову дзвінок і така сама історія. Через пару днів я вирішив ""забрати"" плату, її відправили до мене. До речі співробітники розетки запитували чи оглядав оператор Нової Пошти плату - ні, не оглядав, вони там що спеціалісти? День наступний, прийшов на НП за материнської платою, вирішив розпакувати біля оператора, на сокеті я помітив пошкодження, які не можливо зробити ненавмисно. Не подаючи виду запитав у оператора ""чи все, на його думку, нормально?"", мені відповіли що все наче добре. Також на запитання чи роблять вони огляд перед підправкою, відповіли що ні, це повинен робити той хто отримує, а так як ще доставка ""склад-двері"", то це був співробітник розетки. На коробці, в якій була відправлена плата, наклеєний аркуш, де вказано, що приймав її такий-то Віктор, зовнішній вигляд  - ""царапины от монтажа"", тобто отримали вони її нормальною, а далі акт від ""сервісного центру"" - пошкоджений сокет на гарантію не розповсюджується, все. А тепер розетка пропонує мені самому розбиратися з СЦ, що там і як. Бо вони лише ""посередники"" між мною і СЦ. Я купував тут, і гарантія від вас, мені взагалі все одно куди ви її там передавали і як зламали. В коллцентрі щось ловити немає сенсу, говорять одне й теж саме, головного в них нікого немає. Поки все працює, здається що розетка просто супер, а коли доходить діло до гарантії чи чогось такого стає все зрозуміло.
                        розгорнути
                        згорнути ",negative
"Розповім з самого початку, замовляв через інтернет магазин з самовивозом. Так ось, замовив товар. приблезительно через 30 сек !!! мені передзвонили, я був приємно здивований! Обмовили всі моменти, мені почали пропонувати як зазвичай плівки, чохли, скла, чесно мене це бісить, я звичайно відмовився, так як в цитрусі все це дорого на мій погляд. Через годинку як звільнився, від роботи, я пішов в магазин, де на мене налетіли коршунята))) Я сказав що забираю замовлення з інтернет магазину, мене провели до каси, принесли телефон, Расспаковать, показали, включили, дали подивитися, все перевірити, після цього я оплатив товар, і все таки купив і чохол, бонуси підкупили))) Вообщем враження, позитивні, телефон працює, все без нарікань, коротше людина, якій він дістався в подарунок, був в захваті! Розгорнутим згорнути",positive
"Всім доброго часу доби! Купив моб. телефон на сайті Цитрус 18.01.2017 (M3 Note 32GB gray Meizu) - ціна приємно здивувала. Розглядав на різних сайтах і всюди хто-що пропонує: то гарантії (як такої) немає, то ціна нижче але прошивка Маде ин не зрозумій яка. Загалом скажу просто - Цитрус як завжди виправдали очікування (раніше брав у них планшет для дочки, навушники для дружини на роботу). Побажаю Вам хлопці залишатися завжди такими оперативними і чуйними до якості обслуговування (замовлення прийняли і обробили за 5 хвилин, а через 15 хв. Мені вже було надіслано повідомлення про відправку товару на відділення НП з номером декларації - це реально круто і багатьом до Вас дуже далеко) . Так тримати. Вдалих продажів. Розгорнутим згорнути",positive
"У вівторок 17.11.2015 розмістив на сайті магазину замовлення на ДВІ планки пам’яті GOODRAM 4 GB DDR3 1600 MHz. Майже одразу зателефонувала дівчина Яна і прийняла замовлення, одразу ж попередивши що ціна фіксується максимум на два дні (поточний і наступний), а також що пам’ять буде в магазині в DreamTown, забрати з якого збирався, тільки завтра 18.11.2015, тобто де-факто ціна фіксується тільки на один день - не встиг забрати, готуйся заплатити більше. Але це не головне, живу я на Оболоні і щодня буваю біля DreamTown, тож зайти можна в будь який день.
Найцікавіше почалось коли я прийшов в магазин забирати пам’ять. По приходу в магазин довелося хвилин п’ять чекати біля каси доки на мене хоч хтось зверне увагу. Не дочекавшись довелось хапати якогось консультанта за рукав і питати хто мені може видати замовлення. Ще хвилин п’ять хлопець шукав цю людину, і не знайшовши, почав сам шукати пам’ять. Хвилин через 10 він її знайшов, але як виявилось замість двох планок, привезли тільки одну. Я попросив перевірити, тому що замовляв ЧЕРЕЗ КОРЗИНУ сайту ДВІ планки. Виявилось що навіть в замовленні оформлена одна планка.
Мораль: Звертаюсь безпосередньо до дівчини Яни що приймала замовлення - Яно, ви під час оформлення взагалі дивитесь що клієнт замовляв на сайті, і в якій кількості?
Вже вдруге намагався купити щось в магазині, і обидва рази залишились тільки негативні емоції. Вперше купив 4 аккамулятори формату АА безпосередньо в тому самому магазині в DreamTown, з яких 2 виявились з залишковою ємністю (виявилось це доволі пізно та й не було часу іти в магазин розбиратись). Вдруге - цей випадок. Два фейли з двох замовлень, браво! Категорично не ракомендую купувати будь що в MOYO.
                        розгорнути
                        згорнути ",negative
"Склалась неприємна ситуація із поверненням мені коштів за повернутий товар. Надіславши Розетці всі необхідні документи та заяву на повернення коштів після прийняття рішення сер центру про повернення товару мене запевнили що кошти надійдуть протягом 3-7 днів. На момент написання відгуку сьогодні останній день!  (відчуваю і сьогодні проблему не буде вирішено) Гроші так і не надійшли! Тягнуть вже тиждень з цим питанням, яке можна вирішити за 5-10 хв !!! 
Надіюсь що цей відгук поспонукає вирішенню проблеми.
п.с. Перед написанням відгуку телефонував в банк уточнити, де мені сказали що ні не поступала ні не обробляється операція про надходження відповідної суми коштів!
                        розгорнути
                        згорнути ",negative
"Цитрус абсолютно розчарував. На сайті напевно половина з усіх товарів що в &quot;наявності&quot; насправді залишки вторинних зразків, які продають по повноцінної ціною, при тому, навіть не вказуючи на сайті ніякої інформації про це, не роблять ніякої уцінки, як в інших магазинах. До цього намагався зробити замовлення на контролер Xbox One S який на ділі ж виявився в кількості 1 штука в іншому місті і в незрозумілому стані. iPad Air 64 Gb Wifi Gold і зараз вказано в &quot;наявності&quot; хоча, знову ж таки, це всього 2 штуки по всій мережі в Україні розкритих примірників. Приставок як мені відповіли всього 4 штуки по всій Україні і все зі стендів. Ту що запропонували виявилася незрозуміло скільки підключеної до тв, з підтуплюємо apple пультом який доводилося чергувати з пультом від тв до якого вона була підключена. І при цьому різниці до і після підзарядки пульта в плані роботи не було. Сама приставка більше нагадала роботу старого смарт тв, ніж Сучасний гаджета від Apple ... Бонуси це цифри які дуже швидко випаровуються. І неважливо що ви бачите у себе в кабінеті. Як ввічливо пояснили на касі звичайні бонуси згорають за півроку, ті що на день народження за тиждень, не скористалися, до побачення, приходьте до нас в наступному році. Давайте оплатимо повністю. Ні, ну в принципі 100 грн за сьогоднішню установку додатка ми можемо спробувати повернути. Так що не ведіться на мега Кешбек бонуси, на рекламу нібито &quot;тільки у нас офіційна техніка Apple&quot;, і не поспішайте з покупкою, і якщо все таки вибрали цей магазин, то заздалегідь зателефонуйте в колл центр, і якщо вони візьмуть трубку, так як дуже часто можуть і не взяти, задайте питання про наявність і стан вибраного вами продукту, а потім будьте уважні при його отриманні. Інакше якщо як я купите відразу на сайті, мало того що витратите час в порожню, так ще й повернення своїх грошей потрібно буде чекати. Як звичайний роздрібний магазин хороший, є на що подивитися, є привітні продавці-консультанти. Але, на жаль, за асортиментом і як інтернет магазин дуже слабкий, мало вибору, мало реальної інформації, якщо речі не з топа 10-ти найбільш розкуповуються в Україні, то не факт що вони не пропрацювали рік інший на коком ні будь стенді .. . Благо що сьогодні існують сервіси Кешбек і Hotline які дають можливість не тільки реально виграти в вартості покупки, але і показати, і надати розуміння про роботу магазину в реальному житті. Розгорнутим згорнути",negative
